sign_id,sign_name,unicode_value,character,character_image,frequency_count,contexts,variants,transliteration,classification,sources
U+18B75,Khitan Large Script Character 18B75,U+18B75,𘭵,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191029'}]"
U+18B76,Khitan Large Script Character 18B76,U+18B76,𘭶,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191035'}]"
U+18B77,Khitan Large Script Character 18B77,U+18B77,𘭷,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191042'}]"
U+18B78,Khitan Large Script Character 18B78,U+18B78,𘭸,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191048'}]"
U+18B79,Khitan Large Script Character 18B79,U+18B79,𘭹,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191054'}]"
U+18B7A,Khitan Large Script Character 18B7A,U+18B7A,𘭺,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191059'}]"
U+18B7B,Khitan Large Script Character 18B7B,U+18B7B,𘭻,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191065'}]"
U+18B7C,Khitan Large Script Character 18B7C,U+18B7C,𘭼,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191073'}]"
U+18B7D,Khitan Large Script Character 18B7D,U+18B7D,𘭽,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191079'}]"
U+18B7E,Khitan Large Script Character 18B7E,U+18B7E,𘭾,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191084'}]"
U+18B7F,Khitan Large Script Character 18B7F,U+18B7F,𘭿,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191090'}]"
U+18B80,Khitan Large Script Character 18B80,U+18B80,𘮀,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191096'}]"
U+18B81,Khitan Large Script Character 18B81,U+18B81,𘮁,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191103'}]"
U+18B82,Khitan Large Script Character 18B82,U+18B82,𘮂,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191109'}]"
U+18B83,Khitan Large Script Character 18B83,U+18B83,𘮃,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191115'}]"
U+18B84,Khitan Large Script Character 18B84,U+18B84,𘮄,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191121'}]"
U+18B85,Khitan Large Script Character 18B85,U+18B85,𘮅,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191126'}]"
U+18B86,Khitan Large Script Character 18B86,U+18B86,𘮆,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191134'}]"
U+18B87,Khitan Large Script Character 18B87,U+18B87,𘮇,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191139'}]"
U+18B88,Khitan Large Script Character 18B88,U+18B88,𘮈,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191145'}]"
U+18B89,Khitan Large Script Character 18B89,U+18B89,𘮉,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191151'}]"
U+18B8A,Khitan Large Script Character 18B8A,U+18B8A,𘮊,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191158'}]"
U+18B8B,Khitan Large Script Character 18B8B,U+18B8B,𘮋,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191164'}]"
U+18B8C,Khitan Large Script Character 18B8C,U+18B8C,𘮌,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191172'}]"
U+18B8D,Khitan Large Script Character 18B8D,U+18B8D,𘮍,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191178'}]"
U+18B8E,Khitan Large Script Character 18B8E,U+18B8E,𘮎,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191183'}]"
U+18B8F,Khitan Large Script Character 18B8F,U+18B8F,𘮏,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191189'}]"
U+18B90,Khitan Large Script Character 18B90,U+18B90,𘮐,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191198'}]"
U+18B91,Khitan Large Script Character 18B91,U+18B91,𘮑,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191204'}]"
U+18B92,Khitan Large Script Character 18B92,U+18B92,𘮒,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191209'}]"
U+18B93,Khitan Large Script Character 18B93,U+18B93,𘮓,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191215'}]"
U+18B94,Khitan Large Script Character 18B94,U+18B94,𘮔,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191221'}]"
U+18B95,Khitan Large Script Character 18B95,U+18B95,𘮕,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191227'}]"
U+18B96,Khitan Large Script Character 18B96,U+18B96,𘮖,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191234'}]"
U+18B97,Khitan Large Script Character 18B97,U+18B97,𘮗,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191240'}]"
U+18B98,Khitan Large Script Character 18B98,U+18B98,𘮘,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191246'}]"
U+18B99,Khitan Large Script Character 18B99,U+18B99,𘮙,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191251'}]"
U+18B9A,Khitan Large Script Character 18B9A,U+18B9A,𘮚,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191293'}]"
U+18B9B,Khitan Large Script Character 18B9B,U+18B9B,𘮛,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191300'}]"
U+18B9C,Khitan Large Script Character 18B9C,U+18B9C,𘮜,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191306'}]"
U+18B9D,Khitan Large Script Character 18B9D,U+18B9D,𘮝,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191312'}]"
U+18B9E,Khitan Large Script Character 18B9E,U+18B9E,𘮞,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191318'}]"
U+18B9F,Khitan Large Script Character 18B9F,U+18B9F,𘮟,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191324'}]"
U+18BA0,Khitan Large Script Character 18BA0,U+18BA0,𘮠,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191330'}]"
U+18BA1,Khitan Large Script Character 18BA1,U+18BA1,𘮡,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191336'}]"
U+18BA2,Khitan Large Script Character 18BA2,U+18BA2,𘮢,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191344'}]"
U+18BA3,Khitan Large Script Character 18BA3,U+18BA3,𘮣,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191350'}]"
U+18BA4,Khitan Large Script Character 18BA4,U+18BA4,𘮤,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191362'}]"
U+18BA5,Khitan Large Script Character 18BA5,U+18BA5,𘮥,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191368'}]"
U+18BA6,Khitan Large Script Character 18BA6,U+18BA6,𘮦,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191374'}]"
U+18BA7,Khitan Large Script Character 18BA7,U+18BA7,𘮧,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191379'}]"
U+18BA8,Khitan Large Script Character 18BA8,U+18BA8,𘮨,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191385'}]"
U+18BA9,Khitan Large Script Character 18BA9,U+18BA9,𘮩,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191391'}]"
U+18BAA,Khitan Large Script Character 18BAA,U+18BAA,𘮪,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191397'}]"
U+18BAB,Khitan Large Script Character 18BAB,U+18BAB,𘮫,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191403'}]"
U+18BAC,Khitan Large Script Character 18BAC,U+18BAC,𘮬,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191410'}]"
U+18BAD,Khitan Large Script Character 18BAD,U+18BAD,𘮭,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191417'}]"
U+18BAE,Khitan Large Script Character 18BAE,U+18BAE,𘮮,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191424'}]"
U+18BAF,Khitan Large Script Character 18BAF,U+18BAF,𘮯,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191430'}]"
U+18BB0,Khitan Large Script Character 18BB0,U+18BB0,𘮰,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191438'}]"
U+18BB1,Khitan Large Script Character 18BB1,U+18BB1,𘮱,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191444'}]"
U+18BB2,Khitan Large Script Character 18BB2,U+18BB2,𘮲,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191450'}]"
U+18BB3,Khitan Large Script Character 18BB3,U+18BB3,𘮳,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191457'}]"
U+18BB4,Khitan Large Script Character 18BB4,U+18BB4,𘮴,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191463'}]"
U+18BB5,Khitan Large Script Character 18BB5,U+18BB5,𘮵,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191469'}]"
U+18BB6,Khitan Large Script Character 18BB6,U+18BB6,𘮶,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191475'}]"
U+18BB7,Khitan Large Script Character 18BB7,U+18BB7,𘮷,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191482'}]"
U+18BB8,Khitan Large Script Character 18BB8,U+18BB8,𘮸,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191490'}]"
U+18BB9,Khitan Large Script Character 18BB9,U+18BB9,𘮹,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191495'}]"
U+18BBA,Khitan Large Script Character 18BBA,U+18BBA,𘮺,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191501'}]"
U+18BBB,Khitan Large Script Character 18BBB,U+18BBB,𘮻,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191507'}]"
U+18BBC,Khitan Large Script Character 18BBC,U+18BBC,𘮼,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191513'}]"
U+18BBD,Khitan Large Script Character 18BBD,U+18BBD,𘮽,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191520'}]"
U+18BBE,Khitan Large Script Character 18BBE,U+18BBE,𘮾,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191526'}]"
U+18BBF,Khitan Large Script Character 18BBF,U+18BBF,𘮿,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191532'}]"
U+18BC0,Khitan Large Script Character 18BC0,U+18BC0,𘯀,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191538'}]"
U+18BC1,Khitan Large Script Character 18BC1,U+18BC1,𘯁,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191543'}]"
U+18BC2,Khitan Large Script Character 18BC2,U+18BC2,𘯂,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191552'}]"
U+18BC3,Khitan Large Script Character 18BC3,U+18BC3,𘯃,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191558'}]"
U+18BC4,Khitan Large Script Character 18BC4,U+18BC4,𘯄,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191564'}]"
U+18BC5,Khitan Large Script Character 18BC5,U+18BC5,𘯅,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191570'}]"
U+18BC6,Khitan Large Script Character 18BC6,U+18BC6,𘯆,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191575'}]"
U+18BC7,Khitan Large Script Character 18BC7,U+18BC7,𘯇,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191581'}]"
U+18BC8,Khitan Large Script Character 18BC8,U+18BC8,𘯈,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191587'}]"
U+18BC9,Khitan Large Script Character 18BC9,U+18BC9,𘯉,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191593'}]"
U+18BCA,Khitan Large Script Character 18BCA,U+18BCA,𘯊,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191599'}]"
U+18BCB,Khitan Large Script Character 18BCB,U+18BCB,𘯋,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191605'}]"
U+18BCC,Khitan Large Script Character 18BCC,U+18BCC,𘯌,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191613'}]"
U+18BCD,Khitan Large Script Character 18BCD,U+18BCD,𘯍,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191619'}]"
U+18BCE,Khitan Large Script Character 18BCE,U+18BCE,𘯎,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191625'}]"
U+18BCF,Khitan Large Script Character 18BCF,U+18BCF,𘯏,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191632'}]"
U+18BD0,Khitan Large Script Character 18BD0,U+18BD0,𘯐,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191638'}]"
U+18BD1,Khitan Large Script Character 18BD1,U+18BD1,𘯑,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191644'}]"
U+18BD2,Khitan Large Script Character 18BD2,U+18BD2,𘯒,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191650'}]"
U+18BD3,Khitan Large Script Character 18BD3,U+18BD3,𘯓,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191656'}]"
U+18BD4,Khitan Large Script Character 18BD4,U+18BD4,𘯔,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191661'}]"
U+18BD5,Khitan Large Script Character 18BD5,U+18BD5,𘯕,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191667'}]"
U+18BD6,Khitan Large Script Character 18BD6,U+18BD6,𘯖,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191679'}]"
U+18BD7,Khitan Large Script Character 18BD7,U+18BD7,𘯗,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191690'}]"
U+18BD8,Khitan Large Script Character 18BD8,U+18BD8,𘯘,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191695'}]"
U+18BD9,Khitan Large Script Character 18BD9,U+18BD9,𘯙,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191701'}]"
U+18BDA,Khitan Large Script Character 18BDA,U+18BDA,𘯚,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191707'}]"
U+18BDB,Khitan Large Script Character 18BDB,U+18BDB,𘯛,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191713'}]"
U+18BDC,Khitan Large Script Character 18BDC,U+18BDC,𘯜,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191719'}]"
U+18BDD,Khitan Large Script Character 18BDD,U+18BDD,𘯝,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191724'}]"
U+18BDE,Khitan Large Script Character 18BDE,U+18BDE,𘯞,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191756'}]"
U+18BDF,Khitan Large Script Character 18BDF,U+18BDF,𘯟,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191762'}]"
U+18BE0,Khitan Large Script Character 18BE0,U+18BE0,𘯠,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191770'}]"
U+18BE1,Khitan Large Script Character 18BE1,U+18BE1,𘯡,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191776'}]"
U+18BE2,Khitan Large Script Character 18BE2,U+18BE2,𘯢,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191783'}]"
U+18BE3,Khitan Large Script Character 18BE3,U+18BE3,𘯣,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191789'}]"
U+18BE4,Khitan Large Script Character 18BE4,U+18BE4,𘯤,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191795'}]"
U+18BE5,Khitan Large Script Character 18BE5,U+18BE5,𘯥,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191800'}]"
U+18BE6,Khitan Large Script Character 18BE6,U+18BE6,𘯦,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191806'}]"
U+18BE7,Khitan Large Script Character 18BE7,U+18BE7,𘯧,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191812'}]"
U+18BE8,Khitan Large Script Character 18BE8,U+18BE8,𘯨,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191818'}]"
U+18BE9,Khitan Large Script Character 18BE9,U+18BE9,𘯩,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191824'}]"
